"ATM","AccountID","Location","TransAmt","TransDate","TransNo"
"21","113236","Congress Street",8434.61,"2001/06/07","315638"
"16","269267","Oak Street",290.00,"2001/06/07","315639"
"27","501657","Robson Street",70.00,"2001/06/07","315640"
"19","811002","Linden Avenue",9105.07,"2001/06/07","315641"
"23","501657","Magnolia Way",8589.84,"2001/06/07","315642"
"23","","Magnolia Way",340.00,"2001/06/07","315643"
"16","","Oak Street",8094.02,"2001/06/07","315644"
"27","504356","Robson Street",5012.92,"2001/06/07","315645"
"22","836004","Eighth Avenue",5334.92,"2001/06/07","315646"
"22","444413","Eighth Avenue",120.00,"2001/06/07","315647"
"23","202028","Magnolia Way",3555.19,"2001/06/07","315648"
"27","90398","Robson Street",150.00,"2001/06/07","315649"
"27","812465","Robson Street",7035.63,"2001/06/07","315650"
"23","815062","Magnolia Way",8610.29,"2001/06/07","315651"
"22","65003","Eighth Avenue",370.00,"2001/06/07","315652"
"23","97627","Magnolia Way",3113.12,"2001/06/07","315653"
"23","836004","Magnolia Way",7252.17,"2001/06/07","315654"
"23","869033","Magnolia Way",280.00,"2001/06/07","315655"
"22","","Eighth Avenue",20.00,"2001/06/07","315656"
"27","","Robson Street",90.00,"2001/06/07","315657"
"27","65003","Robson Street",350.00,"2001/06/07","315658"
"27","","Robson Street",280.00,"2001/06/07","315659"
"27","878035","Robson Street",381.26,"2001/06/07","315660"
"27","501657","Robson Street",307.84,"2001/06/07","315661"
"22","297397","Eighth Avenue",100.00,"2001/06/07","315662"
"27","301037","Robson Street",2415.74,"2001/06/07","315663"
"23","250402","Magnolia Way",8917.19,"2001/06/07","315664"
"21","869033","Congress Street",6978.35,"2001/06/07","315665"
"27","938010","Robson Street",480.00,"2001/06/07","315666"
"27","269267","Robson Street",7899.68,"2001/06/07","315667"
"27","","Robson Street",160.00,"2001/06/07","315668"
"19","641464","Linden Avenue",420.00,"2001/06/07","315669"
"19","504356","Linden Avenue",430.00,"2001/06/07","315670"
"27","","Robson Street",8311.45,"2001/06/07","315671"
"27","222006","Robson Street",150.00,"2001/06/07","315672"
"22","65003","Eighth Avenue",280.00,"2001/06/07","315673"
"22","812465","Eighth Avenue",150.00,"2001/06/07","315674"
"28","329169","Lamar Boulevard",60.00,"2001/06/07","315675"
"28","250402","Lamar Boulevard",4918.86,"2001/06/07","315676"
"22","65003","Eighth Avenue",80.00,"2001/06/07","315677"
"28","564291","Lamar Boulevard",1390.11,"2001/06/07","315678"
"19","297397","Linden Avenue",48.60,"2001/06/07","315679"
"16","815062","Oak Street",6901.26,"2001/06/07","315680"
"27","504356","Robson Street",130.00,"2001/06/07","315681"
"27","329169","Robson Street",4383.09,"2001/06/07","315682"
"27","","Robson Street",8522.72,"2001/06/07","315683"
"28","739622","Lamar Boulevard",3766.44,"2001/06/07","315684"
"22","284354","Eighth Avenue",280.00,"2001/06/07","315685"
"23","","Magnolia Way",2035.17,"2001/06/07","315686"
"22","820025","Eighth Avenue",370.00,"2001/06/07","315687"
"22","35189","Eighth Avenue",130.00,"2001/06/07","315688"
"27","444413","Robson Street",10.00,"2001/06/07","315689"
"16","","Oak Street",380.00,"2001/06/07","315690"
"16","301037","Oak Street",20.00,"2001/06/07","315691"
"19","797352","Linden Avenue",5384.72,"2001/06/07","315692"
"22","564291","Eighth Avenue",100.00,"2001/06/07","315693"
"21","562270","Congress Street",144.18,"2001/06/07","315694"
"27","795401","Robson Street",7324.91,"2001/06/07","315695"
"16","90398","Oak Street",4458.30,"2001/06/07","315696"
"23","878035","Magnolia Way",3276.32,"2001/06/07","315697"
"27","504356","Robson Street",2911.01,"2001/06/07","315698"
"27","250402","Robson Street",7256.96,"2001/06/07","315699"
"19","","Linden Avenue",240.00,"2001/06/07","315700"
"27","559491","Robson Street",450.00,"2001/06/07","315701"
"21","","Congress Street",8743.10,"2001/06/07","315702"
"27","501657","Robson Street",4206.80,"2001/06/07","315703"
"22","","Eighth Avenue",60.00,"2001/06/07","315704"
"27","113236","Robson Street",160.00,"2001/06/07","315705"
"28","230575","Lamar Boulevard",394.12,"2001/06/07","315706"
"23","202028","Magnolia Way",5624.80,"2001/06/07","315707"
"27","81559","Robson Street",9798.98,"2001/06/07","315708"
"27","836004","Robson Street",250.00,"2001/06/07","315709"
"19","176437","Linden Avenue",363.73,"2001/06/07","315710"
"28","","Lamar Boulevard",190.00,"2001/06/07","315711"
"16","795401","Oak Street",40.00,"2001/06/07","315712"
"22","","Eighth Avenue",240.00,"2001/06/07","315713"
"27","641464","Robson Street",10.00,"2001/06/07","315714"
"23","297397","Magnolia Way",350.00,"2001/06/07","315715"
"28","97627","Lamar Boulevard",300.00,"2001/06/07","315716"
"27","297397","Robson Street",100.00,"2001/06/07","315717"
"21","","Congress Street",7006.76,"2001/06/07","315718"
"16","","Oak Street",60.00,"2001/06/07","315719"
"22","836004","Eighth Avenue",5511.51,"2001/06/07","315720"
"22","230575","Eighth Avenue",220.00,"2001/06/07","315721"
"19","","Linden Avenue",6739.00,"2001/06/07","315722"
"28","504356","Lamar Boulevard",120.00,"2001/06/07","315723"
"23","90398","Magnolia Way",335.72,"2001/06/07","315724"
"16","269267","Oak Street",2043.13,"2001/06/07","315725"
"19","264629","Linden Avenue",30.00,"2001/06/07","315726"
"22","","Eighth Avenue",2875.37,"2001/06/07","315727"
"23","269267","Magnolia Way",450.00,"2001/06/07","315728"
"27","","Robson Street",340.00,"2001/06/07","315729"
"21","994403","Congress Street",230.00,"2001/06/07","315730"
"27","564291","Robson Street",8820.17,"2001/06/07","315731"
"19","","Linden Avenue",270.00,"2001/06/07","315732"
"27","","Robson Street",180.00,"2001/06/07","315733"
"27","81559","Robson Street",110.00,"2001/06/07","315734"
"23","559491","Magnolia Way",160.00,"2001/06/07","315735"
"19","","Linden Avenue",2898.50,"2001/06/07","315736"
"22","501657","Eighth Avenue",370.00,"2001/06/07","315737"
"19","","Linden Avenue",5707.48,"2001/06/07","315738"
"27","","Robson Street",6079.15,"2001/06/07","315739"
"23","222006","Magnolia Way",220.00,"2001/06/07","315740"
"27","795401","Robson Street",360.00,"2001/06/07","315741"
"28","559491","Lamar Boulevard",3969.83,"2001/06/07","315742"
"16","","Oak Street",420.00,"2001/06/07","315743"
"23","444413","Magnolia Way",250.00,"2001/06/07","315744"
"22","","Eighth Avenue",360.00,"2001/06/07","315745"
"27","250402","Robson Street",8370.76,"2001/06/07","315746"
"19","97627","Linden Avenue",3244.18,"2001/06/07","315747"
"23","250402","Magnolia Way",500.00,"2001/06/07","315748"
"27","90398","Robson Street",320.00,"2001/06/07","315749"
"27","562270","Robson Street",210.00,"2001/06/07","315750"
"19","230575","Linden Avenue",180.00,"2001/06/07","315751"
"22","359310","Eighth Avenue",110.00,"2001/06/07","315752"
"19","81559","Linden Avenue",8185.61,"2001/06/07","315753"
"23","815062","Magnolia Way",30.00,"2001/06/07","315754"
"19","869033","Linden Avenue",2403.89,"2001/06/07","315755"
"22","264629","Eighth Avenue",5418.24,"2001/06/07","315756"
"22","90398","Eighth Avenue",1022.44,"2001/06/07","315757"
"23","230575","Magnolia Way",280.00,"2001/06/07","315758"
"27","264629","Robson Street",170.00,"2001/06/07","315759"
"27","","Robson Street",130.00,"2001/06/07","315760"
"27","","Robson Street",1430.59,"2001/06/07","315761"
"27","938010","Robson Street",6772.86,"2001/06/07","315762"
"21","230575","Congress Street",3108.10,"2001/06/07","315763"
"27","812465","Robson Street",4717.15,"2001/06/07","315764"
"19","","Linden Avenue",370.00,"2001/06/07","315765"
"22","284354","Eighth Avenue",440.00,"2001/06/07","315766"
"23","","Magnolia Way",10.00,"2001/06/07","315767"
"28","","Lamar Boulevard",80.00,"2001/06/07","315768"
"19","","Linden Avenue",2342.47,"2001/06/07","315769"
"16","90398","Oak Street",7879.51,"2001/06/07","315770"
"19","501657","Linden Avenue",90.00,"2001/06/07","315771"
"19","","Linden Avenue",300.00,"2001/06/07","315772"
"22","56016","Eighth Avenue",5585.11,"2001/06/07","315773"
"16","","Oak Street",20.00,"2001/06/07","315774"
"22","797352","Eighth Avenue",380.00,"2001/06/07","315775"
"23","35189","Magnolia Way",7535.74,"2001/06/07","315776"
"22","501657","Eighth Avenue",410.00,"2001/06/07","315777"
"22","","Eighth Avenue",250.00,"2001/06/07","315778"
"22","795401","Eighth Avenue",360.00,"2001/06/07","315779"
"27","176437","Robson Street",656.97,"2001/06/07","315780"
"23","","Magnolia Way",80.00,"2001/06/07","315781"
"16","811002","Oak Street",420.00,"2001/06/07","315782"
"27","56016","Robson Street",400.00,"2001/06/07","315783"
"22","820025","Eighth Avenue",320.00,"2001/06/07","315784"
"23","815062","Magnolia Way",835.79,"2001/06/07","315785"
"27","994403","Robson Street",200.00,"2001/06/07","315786"
"21","222006","Congress Street",8770.20,"2001/06/07","315787"
"19","","Linden Avenue",8473.66,"2001/06/07","315788"
"27","","Robson Street",10.00,"2001/06/07","315789"
"21","56016","Congress Street",9091.56,"2001/06/07","315790"
"27","","Robson Street",5353.74,"2001/06/07","315791"
"16","797352","Oak Street",470.00,"2001/06/07","315792"
"23","56016","Magnolia Way",2514.26,"2001/06/07","315793"
"23","297397","Magnolia Way",60.00,"2001/06/07","315794"
"23","","Magnolia Way",410.00,"2001/06/07","315795"
"27","","Robson Street",3012.26,"2001/06/07","315796"
"23","301037","Magnolia Way",2297.16,"2001/06/07","315797"
"22","113236","Eighth Avenue",8298.17,"2001/06/07","315798"
"19","444413","Linden Avenue",2358.45,"2001/06/07","315799"
"23","202028","Magnolia Way",110.00,"2001/06/07","315800"
"28","559491","Lamar Boulevard",230.00,"2001/06/07","315801"
"16","","Oak Street",170.00,"2001/06/07","315802"
"23","812465","Magnolia Way",430.00,"2001/06/07","315803"
"22","202028","Eighth Avenue",320.00,"2001/06/07","315804"
"19","264629","Linden Avenue",4798.60,"2001/06/07","315805"
"27","","Robson Street",7946.58,"2001/06/07","315806"
"27","463451","Robson Street",7995.05,"2001/06/07","315807"
"23","65003","Magnolia Way",5638.49,"2001/06/07","315808"
"23","264629","Magnolia Way",220.00,"2001/06/07","315809"
"22","463451","Eighth Avenue",4453.83,"2001/06/07","315810"
"23","811002","Magnolia Way",340.00,"2001/06/07","315811"
"27","202028","Robson Street",100.00,"2001/06/07","315812"
"22","230575","Eighth Avenue",1908.73,"2001/06/07","315813"
"27","264629","Robson Street",829.08,"2001/06/07","315814"
"23","35189","Magnolia Way",190.00,"2001/06/07","315815"
"22","113236","Eighth Avenue",270.00,"2001/06/07","315816"
"22","","Eighth Avenue",1234.58,"2001/06/07","315817"
"27","994403","Robson Street",280.00,"2001/06/07","315818"
"27","994403","Robson Street",360.00,"2001/06/07","315819"
"23","","Magnolia Way",120.00,"2001/06/07","315820"
"27","739622","Robson Street",370.00,"2001/06/07","315821"
"27","329169","Robson Street",8180.82,"2001/06/07","315822"
"27","","Robson Street",805.25,"2001/06/07","315823"
"22","","Eighth Avenue",440.00,"2001/06/07","315824"
"19","513574","Linden Avenue",3753.19,"2001/06/07","315825"
"22","269267","Eighth Avenue",790.32,"2001/06/07","315826"
"21","812465","Congress Street",500.00,"2001/06/07","315827"
"27","269267","Robson Street",1883.37,"2001/06/07","315828"
"22","513574","Eighth Avenue",8185.69,"2001/06/07","315829"
"22","269267","Eighth Avenue",50.00,"2001/06/07","315830"
"19","","Linden Avenue",8448.97,"2001/06/07","315831"
"22","","Eighth Avenue",20.00,"2001/06/07","315832"
"22","","Eighth Avenue",90.00,"2001/06/07","315833"
"28","878035","Lamar Boulevard",117.66,"2001/06/07","315834"
"19","836004","Linden Avenue",120.00,"2001/06/07","315835"
"23","559491","Magnolia Way",170.00,"2001/06/07","315836"
"22","301037","Eighth Avenue",2794.89,"2001/06/07","315837"
"23","","Magnolia Way",100.00,"2001/06/07","315838"
"22","329169","Eighth Avenue",420.00,"2001/06/07","315839"
"27","","Robson Street",60.00,"2001/06/07","315840"
"21","","Congress Street",1071.15,"2001/06/07","315841"
"23","559491","Magnolia Way",70.00,"2001/06/07","315842"
"27","297397","Robson Street",170.00,"2001/06/07","315843"
"23","994403","Magnolia Way",320.00,"2001/06/07","315844"
"22","878035","Eighth Avenue",390.00,"2001/06/07","315845"
"23","297397","Magnolia Way",430.00,"2001/06/07","315846"
"22","65003","Eighth Avenue",420.00,"2001/06/07","315847"
"23","815062","Magnolia Way",430.00,"2001/06/07","315848"
"27","815062","Robson Street",280.00,"2001/06/07","315849"
"16","35189","Oak Street",240.00,"2001/06/07","315850"
"22","","Eighth Avenue",460.00,"2001/06/07","315851"
"23","","Magnolia Way",9796.48,"2001/06/07","315852"
"23","797352","Magnolia Way",20.00,"2001/06/07","315853"
"28","820025","Lamar Boulevard",8169.51,"2001/06/07","315854"
"22","","Eighth Avenue",200.00,"2001/06/07","315855"
"27","359310","Robson Street",140.00,"2001/06/07","315856"
"22","","Eighth Avenue",7365.93,"2001/06/07","315857"
"16","222006","Oak Street",5912.78,"2001/06/07","315858"
"27","739622","Robson Street",450.00,"2001/06/07","315859"
"23","250402","Magnolia Way",200.00,"2001/06/07","315860"
"22","815062","Eighth Avenue",140.00,"2001/06/07","315861"
"27","301037","Robson Street",440.00,"2001/06/07","315862"
"19","","Linden Avenue",6514.69,"2001/06/07","315863"
"19","504356","Linden Avenue",120.00,"2001/06/07","315864"
"28","562270","Lamar Boulevard",8546.86,"2001/06/07","315865"
"19","90398","Linden Avenue",5206.27,"2001/06/07","315866"
"27","562270","Robson Street",4711.99,"2001/06/07","315867"
"16","","Oak Street",350.00,"2001/06/07","315868"
"19","811002","Linden Avenue",440.00,"2001/06/07","315869"
"19","","Linden Avenue",190.00,"2001/06/07","315870"
"19","284354","Linden Avenue",310.00,"2001/06/07","315871"
"22","739622","Eighth Avenue",330.00,"2001/06/07","315872"
"27","994403","Robson Street",350.00,"2001/06/07","315873"
"27","297397","Robson Street",20.00,"2001/06/07","315874"
"19","501657","Linden Avenue",2674.94,"2001/06/07","315875"
"23","","Magnolia Way",70.00,"2001/06/07","315876"
"16","994403","Oak Street",170.00,"2001/06/07","315877"
"19","","Linden Avenue",440.00,"2001/06/07","315878"
"27","","Robson Street",7482.03,"2001/06/07","315879"
"28","812465","Lamar Boulevard",370.00,"2001/06/07","315880"
"16","641464","Oak Street",260.00,"2001/06/08","315881"
"23","222006","Magnolia Way",3374.27,"2001/06/08","315882"
"27","519311","Robson Street",130.00,"2001/06/08","315883"
"23","795401","Magnolia Way",8361.80,"2001/06/08","315884"
"27","","Robson Street",6207.27,"2001/06/08","315885"
"23","250402","Magnolia Way",50.00,"2001/06/08","315886"
"22","297397","Eighth Avenue",6850.91,"2001/06/08","315887"
"27","","Robson Street",5611.73,"2001/06/08","315888"
"16","797352","Oak Street",500.00,"2001/06/08","315889"
"27","","Robson Street",470.00,"2001/06/08","315890"
"21","836004","Congress Street",2944.76,"2001/06/08","315891"
"27","269267","Robson Street",170.00,"2001/06/08","315892"
"23","329169","Magnolia Way",2940.59,"2001/06/08","315893"
"27","564291","Robson Street",290.00,"2001/06/08","315894"
"27","","Robson Street",20.00,"2001/06/08","315895"
"27","","Robson Street",2709.05,"2001/06/08","315896"
"27","519311","Robson Street",290.00,"2001/06/08","315897"
"27","250402","Robson Street",2632.22,"2001/06/08","315898"
"27","250402","Robson Street",490.00,"2001/06/08","315899"
"19","97627","Linden Avenue",190.00,"2001/06/08","315900"
"23","739622","Magnolia Way",5768.61,"2001/06/08","315901"
"22","329169","Eighth Avenue",5898.60,"2001/06/08","315902"
"27","562270","Robson Street",470.00,"2001/06/08","315903"
"27","","Robson Street",360.00,"2001/06/08","315904"
"22","564291","Eighth Avenue",130.00,"2001/06/08","315905"
"19","878035","Linden Avenue",5904.79,"2001/06/08","315906"
"23","938010","Magnolia Way",10.00,"2001/06/08","315907"
"21","301037","Congress Street",5208.10,"2001/06/08","315908"
"22","","Eighth Avenue",10.00,"2001/06/08","315909"
"23","797352","Magnolia Way",110.00,"2001/06/08","315910"
"22","","Eighth Avenue",480.00,"2001/06/08","315911"
"28","","Lamar Boulevard",150.00,"2001/06/08","315912"
"19","231494","Linden Avenue",170.00,"2001/06/08","315913"
"16","359310","Oak Street",350.00,"2001/06/08","315914"
"27","","Robson Street",270.00,"2001/06/08","315915"
"23","301037","Magnolia Way",1800.76,"2001/06/08","315916"
"28","","Lamar Boulevard",5682.05,"2001/06/08","315917"
"16","284354","Oak Street",9373.07,"2001/06/08","315918"
"19","202028","Linden Avenue",80.00,"2001/06/08","315919"
"22","504356","Eighth Avenue",180.00,"2001/06/08","315920"
"23","65003","Magnolia Way",4705.37,"2001/06/08","315921"
"19","202028","Linden Avenue",7503.47,"2001/06/08","315922"
"27","564291","Robson Street",20.00,"2001/06/08","315923"
"22","641464","Eighth Avenue",70.00,"2001/06/08","315924"
"27","176437","Robson Street",310.00,"2001/06/08","315925"
"27","","Robson Street",500.00,"2001/06/08","315926"
"27","914508","Robson Street",5908.05,"2001/06/08","315927"
"27","359310","Robson Street",340.00,"2001/06/08","315928"
"27","","Robson Street",330.00,"2001/06/08","315929"
"21","836004","Congress Street",7656.08,"2001/06/08","315930"
"21","869033","Congress Street",10.00,"2001/06/08","315931"
"28","113236","Lamar Boulevard",2008.86,"2001/06/08","315932"
"23","795401","Magnolia Way",50.00,"2001/06/08","315933"
"27","","Robson Street",170.00,"2001/06/08","315934"
"23","811002","Magnolia Way",290.00,"2001/06/08","315935"
"16","820025","Oak Street",250.00,"2001/06/08","315936"
"28","284354","Lamar Boulevard",5315.80,"2001/06/08","315937"
"27","250402","Robson Street",2150.04,"2001/06/08","315938"
"21","81559","Congress Street",470.00,"2001/06/08","315939"
"19","501657","Linden Avenue",2596.91,"2001/06/08","315940"
"19","501657","Linden Avenue",1725.28,"2001/06/08","315941"
"19","501657","Linden Avenue",5200.70,"2001/06/08","315942"
"21","269267","Congress Street",7307.11,"2001/06/08","315943"
"19","202028","Linden Avenue",370.00,"2001/06/08","315944"
"27","","Robson Street",140.00,"2001/06/08","315945"
"21","269267","Congress Street",350.00,"2001/06/08","315946"
"23","","Magnolia Way",2404.37,"2001/06/08","315947"
"28","","Lamar Boulevard",430.00,"2001/06/08","315948"
"27","795401","Robson Street",6.20,"2001/06/08","315949"
"21","","Congress Street",250.00,"2001/06/08","315950"
"22","795401","Eighth Avenue",110.00,"2001/06/08","315951"
"19","501657","Linden Avenue",1995.93,"2001/06/08","315952"
"22","","Eighth Avenue",8937.98,"2001/06/08","315953"
"19","297397","Linden Avenue",2172.71,"2001/06/08","315954"
"27","","Robson Street",1438.82,"2001/06/08","315955"
"27","","Robson Street",410.00,"2001/06/08","315956"
"22","869033","Eighth Avenue",40.00,"2001/06/08","315957"
"23","504356","Magnolia Way",5586.81,"2001/06/08","315958"
"23","","Magnolia Way",100.00,"2001/06/08","315959"
"27","797352","Robson Street",430.00,"2001/06/08","315960"
"19","65003","Linden Avenue",3981.10,"2001/06/08","315961"
"16","81559","Oak Street",350.00,"2001/06/08","315962"
"28","230575","Lamar Boulevard",3713.07,"2001/06/08","315963"
"22","176437","Eighth Avenue",110.00,"2001/06/08","315964"
"27","269267","Robson Street",490.00,"2001/06/08","315965"
"28","559491","Lamar Boulevard",460.00,"2001/06/08","315966"
"21","","Congress Street",30.00,"2001/06/08","315967"
"19","","Linden Avenue",250.00,"2001/06/08","315968"
"27","513574","Robson Street",6935.57,"2001/06/08","315969"
"27","815062","Robson Street",4241.40,"2001/06/08","315970"
"27","","Robson Street",60.00,"2001/06/08","315971"
"19","222006","Linden Avenue",7465.81,"2001/06/08","315972"
"27","812465","Robson Street",205.34,"2001/06/08","315973"
"22","297397","Eighth Avenue",3633.95,"2001/06/08","315974"
"23","795401","Magnolia Way",220.00,"2001/06/08","315975"
"16","","Oak Street",3106.62,"2001/06/08","315976"
"16","","Oak Street",8552.23,"2001/06/08","315977"
"22","81559","Eighth Avenue",170.00,"2001/06/08","315978"
"21","230575","Congress Street",400.00,"2001/06/08","315979"
"27","231494","Robson Street",310.00,"2001/06/08","315980"
"21","284354","Congress Street",240.00,"2001/06/08","315981"
"19","797352","Linden Avenue",220.00,"2001/06/08","315982"
"16","562270","Oak Street",350.00,"2001/06/08","315983"
"27","512328","Robson Street",4925.27,"2001/06/08","315984"
"19","","Linden Avenue",4733.28,"2001/06/08","315985"
"23","","Magnolia Way",60.00,"2001/06/08","315986"
"23","297397","Magnolia Way",230.00,"2001/06/08","315987"
"22","","Eighth Avenue",350.00,"2001/06/08","315988"
"22","811002","Eighth Avenue",320.00,"2001/06/08","315989"
"22","562270","Eighth Avenue",270.00,"2001/06/08","315990"
"27","","Robson Street",140.00,"2001/06/08","315991"
"27","284354","Robson Street",170.00,"2001/06/08","315992"
"28","","Lamar Boulevard",3367.34,"2001/06/08","315993"
"16","815062","Oak Street",260.00,"2001/06/08","315994"
"23","250402","Magnolia Way",6695.36,"2001/06/08","315995"
"28","202028","Lamar Boulevard",460.00,"2001/06/08","315996"
"28","","Lamar Boulevard",2110.02,"2001/06/08","315997"
"23","739622","Magnolia Way",7171.61,"2001/06/08","315998"
"22","176437","Eighth Avenue",230.00,"2001/06/08","315999"
"27","","Robson Street",260.00,"2001/06/08","316000"
"28","","Lamar Boulevard",174.63,"2001/06/08","316001"
"23","","Magnolia Way",350.00,"2001/06/08","316002"
"21","","Congress Street",120.00,"2001/06/08","316003"
"23","90398","Magnolia Way",4390.35,"2001/06/08","316004"
"27","812465","Robson Street",2392.85,"2001/06/08","316005"
"23","","Magnolia Way",170.00,"2001/06/08","316006"
"27","284354","Robson Street",400.00,"2001/06/08","316007"
"19","97627","Linden Avenue",270.00,"2001/06/08","316008"
"22","90398","Eighth Avenue",200.00,"2001/06/08","316009"
"27","938010","Robson Street",2859.32,"2001/06/08","316010"
"21","81559","Congress Street",9531.43,"2001/06/08","316011"
"21","938010","Congress Street",230.00,"2001/06/08","316012"
"23","795401","Magnolia Way",180.00,"2001/06/08","316013"
"22","","Eighth Avenue",230.00,"2001/06/08","316014"
"27","","Robson Street",70.00,"2001/06/08","316015"
"21","562270","Congress Street",250.00,"2001/06/08","316016"
"22","795401","Eighth Avenue",470.00,"2001/06/08","316017"
"23","231494","Magnolia Way",8586.63,"2001/06/08","316018"
"21","264629","Congress Street",6482.40,"2001/06/08","316019"
"23","","Magnolia Way",2321.50,"2001/06/08","316020"
"23","","Magnolia Way",50.00,"2001/06/08","316021"
"28","","Lamar Boulevard",280.00,"2001/06/08","316022"
"19","811002","Linden Avenue",250.00,"2001/06/08","316023"
"23","","Magnolia Way",2757.58,"2001/06/08","316024"
"23","","Magnolia Way",9358.13,"2001/06/08","316025"
"23","836004","Magnolia Way",150.00,"2001/06/08","316026"
"19","914508","Linden Avenue",5701.10,"2001/06/08","316027"
"22","","Eighth Avenue",370.00,"2001/06/08","316028"
"19","","Linden Avenue",70.00,"2001/06/08","316029"
"27","504356","Robson Street",420.00,"2001/06/08","316030"
"19","","Linden Avenue",220.00,"2001/06/08","316031"
"19","512328","Linden Avenue",2666.83,"2001/06/08","316032"
"19","","Linden Avenue",9586.99,"2001/06/08","316033"
"16","994403","Oak Street",500.00,"2001/06/08","316034"
"28","","Lamar Boulevard",6511.49,"2001/06/08","316035"
"23","176437","Magnolia Way",100.00,"2001/06/08","316036"
"22","504356","Eighth Avenue",170.00,"2001/06/08","316037"
"16","513574","Oak Street",6424.92,"2001/06/08","316038"
"21","","Congress Street",9862.05,"2001/06/08","316039"
"27","284354","Robson Street",380.00,"2001/06/08","316040"
"27","994403","Robson Street",120.00,"2001/06/08","316041"
"22","820025","Eighth Avenue",50.00,"2001/06/08","316042"
"27","","Robson Street",90.00,"2001/06/08","316043"
"27","","Robson Street",1139.95,"2001/06/08","316044"
"28","836004","Lamar Boulevard",90.00,"2001/06/08","316045"
"22","","Eighth Avenue",9642.87,"2001/06/08","316046"
"27","820025","Robson Street",260.00,"2001/06/08","316047"
"21","284354","Congress Street",60.00,"2001/06/08","316048"
"23","359310","Magnolia Way",1740.70,"2001/06/08","316049"
"16","","Oak Street",170.00,"2001/06/08","316050"
"27","","Robson Street",240.00,"2001/06/08","316051"
"22","","Eighth Avenue",40.00,"2001/06/08","316052"
"22","","Eighth Avenue",2849.85,"2001/06/08","316053"
"27","","Robson Street",6181.27,"2001/06/08","316054"
"23","562270","Magnolia Way",500.00,"2001/06/08","316055"
"27","","Robson Street",170.00,"2001/06/08","316056"
"22","231494","Eighth Avenue",370.00,"2001/06/08","316057"
"22","297397","Eighth Avenue",230.00,"2001/06/08","316058"
"16","","Oak Street",30.00,"2001/06/08","316059"
"27","","Robson Street",5742.50,"2001/06/08","316060"
"23","35189","Magnolia Way",3384.70,"2001/06/08","316061"
"27","90398","Robson Street",140.00,"2001/06/08","316062"
"27","359310","Robson Street",150.00,"2001/06/08","316063"
"22","","Eighth Avenue",70.00,"2001/06/08","316064"
"27","797352","Robson Street",1586.12,"2001/06/08","316065"
"27","","Robson Street",6767.29,"2001/06/08","316066"
"22","811002","Eighth Avenue",50.00,"2001/06/08","316067"
"16","836004","Oak Street",3694.64,"2001/06/08","316068"
"23","329169","Magnolia Way",100.00,"2001/06/08","316069"
"22","264629","Eighth Avenue",9226.03,"2001/06/08","316070"
"23","297397","Magnolia Way",1562.23,"2001/06/08","316071"
"27","264629","Robson Street",6765.62,"2001/06/08","316072"
"27","284354","Robson Street",8437.83,"2001/06/08","316073"
"27","869033","Robson Street",3077.72,"2001/06/08","316074"
"22","869033","Eighth Avenue",5246.21,"2001/06/08","316075"
"23","938010","Magnolia Way",8010.88,"2001/06/08","316076"
"21","504356","Congress Street",370.00,"2001/06/08","316077"
"22","297397","Eighth Avenue",500.00,"2001/06/08","316078"
"27","","Robson Street",250.00,"2001/06/08","316079"
"16","","Oak Street",140.00,"2001/06/08","316080"
"21","297397","Congress Street",8105.12,"2001/06/08","316081"
"19","222006","Linden Avenue",149.66,"2001/06/08","316082"
"27","562270","Robson Street",94.69,"2001/06/08","316083"
"19","","Linden Avenue",370.00,"2001/06/08","316084"
"22","820025","Eighth Avenue",130.00,"2001/06/08","316085"
"19","297397","Linden Avenue",7645.56,"2001/06/08","316086"
"23","519311","Magnolia Way",490.00,"2001/06/08","316087"
"19","202028","Linden Avenue",70.00,"2001/06/08","316088"
"22","81559","Eighth Avenue",160.00,"2001/06/08","316089"
"23","812465","Magnolia Way",5918.10,"2001/06/08","316090"
"27","301037","Robson Street",1384.16,"2001/06/08","316091"
"27","878035","Robson Street",250.00,"2001/06/08","316092"
"22","","Eighth Avenue",5931.91,"2001/06/08","316093"
"23","250402","Magnolia Way",7588.95,"2001/06/08","316094"
"21","836004","Congress Street",6088.57,"2001/06/08","316095"
"23","297397","Magnolia Way",320.00,"2001/06/08","316096"
"21","795401","Congress Street",170.00,"2001/06/08","316097"
"22","501657","Eighth Avenue",290.00,"2001/06/08","316098"
"21","869033","Congress Street",170.00,"2001/06/08","316099"
"19","","Linden Avenue",4328.85,"2001/06/08","316100"
"19","444413","Linden Avenue",7158.64,"2001/06/08","316101"
"19","90398","Linden Avenue",50.00,"2001/06/08","316102"
"28","878035","Lamar Boulevard",340.00,"2001/06/08","316103"
"27","811002","Robson Street",240.00,"2001/06/08","316104"
"23","815062","Magnolia Way",80.00,"2001/06/08","316105"
"28","739622","Lamar Boulevard",2480.98,"2001/06/08","316106"
"27","641464","Robson Street",9593.35,"2001/06/08","316107"
"22","811002","Eighth Avenue",340.00,"2001/06/08","316108"
"27","","Robson Street",460.00,"2001/06/08","316109"
"22","","Eighth Avenue",2515.14,"2001/06/08","316110"
"28","","Lamar Boulevard",1634.30,"2001/06/08","316111"
"19","501657","Linden Avenue",70.00,"2001/06/08","316112"
"22","444413","Eighth Avenue",120.00,"2001/06/08","316113"
"19","","Linden Avenue",8902.48,"2001/06/08","316114"
